project,log_name,analysis_file,analysis_link,run_type,target,users,uses_table_from_file,population_nodes,uses_dummy_tables_flag,nextgen_tomw2_exit_code,nextgen_tomw2_overall_sec,nextgen_tomw3_exit_code,nextgen_tomw3_overall_sec,legacy_exit_code,legacy_overall_sec,nextgen_exit_code,nextgen_overall_sec,nextgen_old_exit_code,nextgen_old_overall_sec,legacy_batch0_found,legacy_batch0_raw_sec,legacy_batch0_populate_sec,legacy_batch0_engine_sec,legacy_batch0_accumulate_sec,legacy_batch0_total_sec,legacy_batch0_dps,nextgen_batch_improvement,found_diff_pct,tomw_improvements_batch0,tomw_improvements_batch1,tomw2_found_improvement,tomw3_improvements_batch0,tomw3_improvements_batch1,nextgen_batch0_found,nextgen_batch0_raw_sec,nextgen_batch0_populate_sec,nextgen_batch0_engine_sec,nextgen_batch0_accumulate_sec,nextgen_batch0_total_sec,nextgen_batch0_dps,nextgen_batch1_found,nextgen_batch1_raw_sec,nextgen_batch1_populate_sec,nextgen_batch1_engine_sec,nextgen_batch1_accumulate_sec,nextgen_batch1_total_sec,nextgen_batch1_dps,nextgen_tomw2_batch0_found,nextgen_tomw2_batch0_raw_sec,nextgen_tomw2_batch0_populate_sec,nextgen_tomw2_batch0_engine_sec,nextgen_tomw2_batch0_accumulate_sec,nextgen_tomw2_batch0_total_sec,nextgen_tomw2_batch0_dps,nextgen_tomw2_batch1_found,nextgen_tomw2_batch1_raw_sec,nextgen_tomw2_batch1_populate_sec,nextgen_tomw2_batch1_engine_sec,nextgen_tomw2_batch1_accumulate_sec,nextgen_tomw2_batch1_total_sec,nextgen_tomw2_batch1_dps,nextgen_tomw3_batch0_found,nextgen_tomw3_batch0_raw_sec,nextgen_tomw3_batch0_populate_sec,nextgen_tomw3_batch0_engine_sec,nextgen_tomw3_batch0_accumulate_sec,nextgen_tomw3_batch0_total_sec,nextgen_tomw3_batch0_dps,nextgen_tomw3_batch1_found,nextgen_tomw3_batch1_raw_sec,nextgen_tomw3_batch1_populate_sec,nextgen_tomw3_batch1_engine_sec,nextgen_tomw3_batch1_accumulate_sec,nextgen_tomw3_batch1_total_sec,nextgen_tomw3_batch1_dps,nextgen_old_batch0_found,nextgen_old_batch0_raw_sec,nextgen_old_batch0_populate_sec,nextgen_old_batch0_engine_sec,nextgen_old_batch0_accumulate_sec,nextgen_old_batch0_total_sec,nextgen_old_batch0_dps,nextgen_old_batch1_found,nextgen_old_batch1_raw_sec,nextgen_old_batch1_populate_sec,nextgen_old_batch1_engine_sec,nextgen_old_batch1_accumulate_sec,nextgen_old_batch1_total_sec,nextgen_old_batch1_dps
pharmacy-first-data-development,generate_med_status_data_development.log,analysis/dataset_definition_med_status_data_development.py,https://github.com/opensafely/pharmacy-first-data-development/blob/8292eaa8743e474c2112a2ce03c0519264ef0271/analysis/dataset_definition_med_status_data_development.py,dataset,1000,Milan Wiedemann,False,1,False,0,1.72,0,2.06,0,0.62,0,4.11,0,2.92,5000,0.1,0.0,2.62,0.52,0.62,8034.84,0.0,0.0,1.05,60.62,0.0,-5.42,0.0,5000,0.13,0.0,2.62,0.84,3.6,1390.17,5000,0.13,0.0,3.34,0.75,4.22,1184.26,5000,0.13,0.0,2.86,0.8,3.79,1317.89,5000,0.13,0.0,1.19,0.66,1.98,2525.64,5000,0.13,0.0,2.62,1.04,3.79,1318.76,5000,0.17,0.0,2.86,0.71,3.75,1333.51,5000,0.12,0.0,1.91,1.6,3.63,1375.52,5000,0.12,0.0,9.54,1.06,10.72,466.31
pharmacy-first-data-development,generate_measures_pf_codes.log,analysis/measures_definition_clinical_codes.py,https://github.com/opensafely/pharmacy-first-data-development/blob/8292eaa8743e474c2112a2ce03c0519264ef0271/analysis/measures_definition_clinical_codes.py,measure,10000,Milan Wiedemann,False,,False,0,1.75,0,3.34,0,0.42,0,3.61,0,3.62,5000,0.1,0.0,2.86,0.31,0.42,11969.18,0.0,0.0,33.59,45.7,0.0,-102.86,0.0,5000,0.13,0.0,1.67,0.8,2.6,1921.71,5000,0.16,0.0,1.19,0.55,1.91,2621.69,5000,0.13,0.0,3.34,0.86,4.33,1153.6,5000,0.13,0.0,1.43,0.58,2.14,2336.5,5000,0.13,0.0,3.1,2.05,5.28,947.31,5000,0.13,0.0,9.54,1.0,10.66,468.9,5000,0.13,0.0,1.67,2.12,3.92,1276.19,5000,0.12,0.0,2.15,1.24,3.51,1423.68
pharmacy-first-data-development,generate_pf_med_counts_measures.log,analysis/measures_definition_pf_consultation_med_counts.py,https://github.com/opensafely/pharmacy-first-data-development/blob/8292eaa8743e474c2112a2ce03c0519264ef0271/analysis/measures_definition_pf_consultation_med_counts.py,measure,1000,Milan Wiedemann,False,,True,0,3.97,0,2.59,0,0.93,0,2.42,0,4.82,451,0.37,0.1,2.86,0.46,0.93,486.57,25.44,-119.29,33.95,32.0,327.27,-33.45,-0.7,114,0.76,0.09,1.91,0.41,3.16,36.03,143,0.63,0.06,1.91,0.43,3.03,47.26,114,0.77,0.09,2.15,0.4,3.4,33.55,611,1.33,0.44,3.1,0.9,5.77,105.83,132,0.81,0.09,2.86,0.46,4.22,31.26,142,0.64,0.07,3.81,0.47,5.0,28.42,117,1.68,0.14,2.15,0.83,4.79,24.42,152,1.11,0.1,2.38,0.86,4.45,34.16
JAKi-hosp,generate_dataset.log,analysis/dataset_definition.py,https://github.com/opensafely/JAKi-hosp/blob/c99cabb85bf38b102902339f44d0534f1c40535d/analysis/dataset_definition.py,dataset,10000,Alain Amstutz,False,1,False,0,8.36,0,43.26,0,1.55,0,17.99,0,33.91,5000,0.11,0.0,2.62,1.44,1.55,3226.24,0.0,0.0,61.06,65.86,0.0,-284.94,0.0,5000,0.71,0.0,3.58,4.68,8.96,557.93,5000,0.56,0.0,2.15,2.62,5.34,936.74,5000,0.69,0.0,2.15,4.55,7.4,675.99,5000,0.57,0.0,2.38,2.53,5.48,912.35,5000,0.83,0.0,2.62,31.04,34.5,144.94,5000,0.74,0.0,1.43,10.62,12.79,390.97,5000,5.21,0.01,3.1,14.7,23.01,217.27,5000,4.73,0.0,1.67,9.24,15.63,319.8
covid_collateral_hf_update,measures_2023.log,analysis/measures.py,https://github.com/opensafely/covid_collateral_hf_update/blob/236c243cf4882e73393761083dee1be2340b8d6a/analysis/measures.py,measure,5000,emilyherrett,False,,False,0,10.29,0,7.87,0,1.95,0,14.53,0,13.5,5,0.73,0.2,3.1,1.02,1.95,2.56,16.87,177.27,9.76,32.71,873.2,23.1,242.27,83,2.07,0.19,4.53,1.48,8.27,10.03,97,1.2,0.11,2.62,1.23,5.16,18.79,66,1.98,0.17,4.05,1.04,7.25,9.11,944,2.85,0.83,3.34,3.3,10.33,91.41,205,2.47,0.18,1.67,2.05,6.36,32.23,332,1.32,0.33,2.15,1.4,5.19,63.96,63,4.99,0.21,1.67,2.3,9.17,6.87,96,2.71,0.32,1.91,2.74,7.67,12.51
covid_collateral_hf_update,measures_2024.log,analysis/measures.py,https://github.com/opensafely/covid_collateral_hf_update/blob/236c243cf4882e73393761083dee1be2340b8d6a/analysis/measures.py,measure,5000,emilyherrett,False,,False,0,9.86,0,8.01,0,1.9,0,14.1,0,13.06,14,0.71,0.19,2.62,0.99,1.9,7.38,25.0,128.21,36.12,42.22,962.5,-5.92,236.25,64,2.0,0.18,2.62,1.15,5.95,10.75,80,1.2,0.12,2.38,1.22,4.92,16.26,67,1.9,0.16,3.1,1.04,6.2,10.81,850,2.85,0.65,3.58,3.15,10.23,83.06,161,2.47,0.19,1.67,1.98,6.3,25.54,269,1.3,0.32,1.67,1.58,4.87,55.28,49,4.97,0.2,1.91,2.24,9.32,5.26,92,2.58,0.3,3.1,2.54,8.52,10.8
covid_collateral_hf_update,measures_2018.log,analysis/measures.py,https://github.com/opensafely/covid_collateral_hf_update/blob/236c243cf4882e73393761083dee1be2340b8d6a/analysis/measures.py,measure,5000,emilyherrett,False,,False,0,10.24,0,8.15,0,1.88,0,15.54,0,14.45,1,0.71,0.18,4.05,0.99,1.88,0.53,51.15,196.97,33.82,23.04,497.98,-7.41,253.03,131,2.07,0.17,2.62,1.5,6.36,20.61,198,1.25,0.36,5.96,1.31,8.88,22.31,138,1.94,0.16,2.38,1.11,5.59,24.68,1184,2.86,0.64,4.77,3.42,11.69,101.3,463,2.49,0.2,1.91,2.23,6.83,67.82,699,1.32,0.12,2.38,1.66,5.48,127.59,131,5.02,0.21,1.67,2.7,9.6,13.64,209,2.9,0.32,5.25,3.07,11.53,18.12
covid_collateral_hf_update,measures_2019.log,analysis/measures.py,https://github.com/opensafely/covid_collateral_hf_update/blob/236c243cf4882e73393761083dee1be2340b8d6a/analysis/measures.py,measure,5000,emilyherrett,False,,False,0,10.44,0,8.26,0,1.82,0,15.8,0,14.31,3,0.71,0.17,2.38,0.94,1.82,1.65,54.31,189.92,19.47,17.74,531.28,-13.24,265.36,116,2.11,0.17,4.29,1.3,7.87,14.74,179,1.29,0.3,4.29,1.18,7.07,25.33,120,1.9,0.17,2.62,1.18,5.87,20.44,1130,3.0,0.65,3.58,3.43,10.65,106.06,433,2.47,0.18,4.05,2.21,8.91,48.58,654,1.34,0.15,3.81,1.77,7.08,92.39,132,5.18,0.22,1.67,2.71,9.78,13.5,190,2.76,0.31,2.62,2.9,8.59,22.12
covid_collateral_hf_update,generate_dataset_pandemic.log,analysis/dataset_definition_pandemic.py,https://github.com/opensafely/covid_collateral_hf_update/blob/236c243cf4882e73393761083dee1be2340b8d6a/analysis/dataset_definition_pandemic.py,dataset,10000,emilyherrett,False,115,False,0,18.08,0,19.13,0,4.66,0,34.23,0,34.29,3,1.21,0.54,5.25,2.9,4.66,0.64,118.75,136.84,48.4,43.96,1188.57,-22.28,491.43,16,4.21,0.43,3.81,2.82,11.28,1.42,35,2.49,0.22,3.81,3.4,9.92,3.53,17,3.83,0.41,1.91,2.52,8.67,1.96,451,4.43,0.79,4.29,5.91,15.42,29.24,134,6.34,0.6,2.38,4.47,13.79,9.71,207,3.02,0.22,4.29,4.19,11.72,17.66,20,14.17,0.53,2.86,4.3,21.86,0.91,32,9.61,0.34,2.86,4.9,17.71,1.81
covid_collateral_hf_update,measures_2022.log,analysis/measures.py,https://github.com/opensafely/covid_collateral_hf_update/blob/236c243cf4882e73393761083dee1be2340b8d6a/analysis/measures.py,measure,5000,emilyherrett,False,,False,0,10.18,0,7.95,0,1.84,0,15.29,0,13.67,2,0.71,0.17,2.38,0.95,1.84,1.09,23.81,192.52,18.86,21.51,711.54,36.67,213.85,105,2.06,0.29,6.68,1.35,10.38,10.12,130,1.19,0.15,5.48,1.34,8.17,15.92,90,1.94,0.15,3.58,1.07,6.73,13.37,1055,2.9,0.75,5.01,3.26,11.92,88.5,226,2.44,0.18,1.91,2.05,6.57,34.38,408,1.33,0.33,2.38,1.49,5.54,73.64,106,4.98,0.23,5.01,2.57,12.79,8.29,147,2.61,0.3,4.77,2.72,10.4,14.13
covid_collateral_hf_update,generate_dataset_prepandemic.log,analysis/dataset_definition_prepandemic.py,https://github.com/opensafely/covid_collateral_hf_update/blob/236c243cf4882e73393761083dee1be2340b8d6a/analysis/dataset_definition_prepandemic.py,dataset,10000,emilyherrett,False,115,False,0,18.2,0,18.97,0,4.68,0,32.52,0,34.82,0,1.26,0.52,3.34,2.9,4.68,0.0,184.62,,59.36,51.43,1064.86,-41.61,478.38,13,4.16,0.46,1.67,2.83,9.11,1.43,37,2.53,0.19,3.1,3.06,8.88,4.17,18,3.86,0.38,2.62,2.59,9.45,1.9,431,4.37,0.81,3.81,6.01,15.0,28.73,136,6.27,0.59,1.67,4.38,12.91,10.54,214,3.0,0.26,3.81,4.24,11.32,18.9,22,14.33,0.52,3.1,4.48,22.43,0.98,36,9.64,0.31,3.34,5.0,18.29,1.97
covid_collateral_hf_update,generate_dataset_postpandemic.log,analysis/dataset_definition_postpandemic.py,https://github.com/opensafely/covid_collateral_hf_update/blob/236c243cf4882e73393761083dee1be2340b8d6a/analysis/dataset_definition_postpandemic.py,dataset,10000,emilyherrett,False,115,False,0,17.97,0,19.06,0,4.66,0,37.13,0,34.54,13,1.2,0.52,2.62,2.93,4.66,2.79,83.33,32.26,35.13,42.38,1227.27,0.04,415.15,18,5.34,0.94,5.01,3.2,14.48,1.24,33,2.78,0.22,3.81,3.96,10.78,3.06,23,3.81,0.42,3.81,2.48,10.53,2.18,438,4.31,0.82,5.25,5.95,16.33,26.82,101,6.37,0.59,3.1,4.41,14.48,6.98,170,2.98,0.22,5.48,4.22,12.91,13.17,15,14.27,0.56,3.1,4.4,22.33,0.67,29,9.53,0.37,3.81,4.99,18.7,1.55
covid_collateral_hf_update,measures_2021.log,analysis/measures.py,https://github.com/opensafely/covid_collateral_hf_update/blob/236c243cf4882e73393761083dee1be2340b8d6a/analysis/measures.py,measure,5000,emilyherrett,False,,False,0,9.99,0,7.98,0,1.94,0,15.12,0,13.75,4,0.72,0.22,3.34,1.01,1.94,2.06,36.8,187.6,33.48,10.7,553.8,-10.04,185.96,125,2.19,0.17,2.62,1.27,6.25,19.99,171,1.22,0.37,4.05,1.22,6.87,24.91,115,1.91,0.16,3.1,1.1,6.27,18.35,1118,2.82,0.69,3.81,3.2,10.52,106.24,282,2.41,0.19,2.15,2.13,6.88,40.98,489,1.31,0.12,3.34,1.68,6.45,75.87,97,4.87,0.21,1.67,2.65,9.4,10.32,162,2.68,0.31,1.91,2.8,7.69,21.07
covid_collateral_hf_update,measures_2020.log,analysis/measures.py,https://github.com/opensafely/covid_collateral_hf_update/blob/236c243cf4882e73393761083dee1be2340b8d6a/analysis/measures.py,measure,5000,emilyherrett,False,,False,0,10.03,0,8.12,0,1.86,0,15.0,0,14.93,3,0.71,0.2,2.62,0.95,1.86,1.61,49.54,189.29,0.88,22.57,561.35,39.06,272.39,109,2.16,0.31,6.91,1.43,10.81,10.08,163,1.22,0.3,4.05,1.22,6.8,23.98,112,1.97,0.16,1.91,1.1,5.13,21.83,1078,2.85,0.62,5.25,3.23,11.94,90.29,411,2.51,0.18,1.67,2.23,6.59,62.4,607,1.29,0.12,2.15,1.63,5.19,117.02,115,5.35,0.26,2.38,2.92,10.91,10.55,174,3.05,0.41,2.62,2.69,8.78,19.82
covid_collateral_hf_update,generate_dataset_escalation.log,analysis/dataset_definition_drug_escalation.py,https://github.com/opensafely/covid_collateral_hf_update/blob/236c243cf4882e73393761083dee1be2340b8d6a/analysis/dataset_definition_drug_escalation.py,dataset,10000,emilyherrett,False,116,False,0,17.34,0,17.91,0,4.69,0,25.63,0,35.4,9,1.17,0.51,3.58,3.01,4.69,1.92,400.0,-160.0,56.55,59.55,200.0,-32.19,-60.0,1,3.99,0.54,2.38,2.88,9.8,0.1,5,1.84,0.2,3.1,2.22,7.35,0.68,3,3.78,0.36,1.43,2.26,7.83,0.38,15,4.23,1.19,3.81,5.37,14.6,1.03,2,6.41,0.62,2.15,3.78,12.95,0.15,2,3.07,0.19,2.38,3.67,9.31,0.21,3,14.58,1.17,2.62,4.18,22.55,0.13,5,9.63,0.62,3.1,4.83,18.18,0.28
metfin_covid,generate_dataset_csv.log,analysis/dataset_definition.py,https://github.com/opensafely/metfin_covid/blob/44effa6dd060b8d300c520fc91d7d095ffb3bd30/analysis/dataset_definition.py,dataset,10,Alain Amstutz,False,15,False,0,1.29,0,1.24,0,0.46,0,3.73,0,1.75,4764,0.11,0.02,2.38,0.34,0.46,10332.95,0.65,0.0,-35.13,-105.78,-0.02,51.38,-0.04,4764,0.24,0.02,5.96,0.44,6.66,715.27,4795,0.21,0.02,7.87,0.53,8.62,556.34,4762,0.23,0.02,5.25,0.39,5.88,809.31,4794,0.21,0.01,1.67,0.42,2.31,2073.98,4761,0.23,0.02,2.62,0.37,3.24,1470.29,4793,0.21,0.01,1.43,0.38,2.04,2349.94,4764,0.2,0.03,4.05,0.64,4.93,966.53,4794,0.2,0.03,3.34,0.62,4.19,1144.61
metfin_covid,generate_dataset.log,analysis/dataset_definition.py,https://github.com/opensafely/metfin_covid/blob/44effa6dd060b8d300c520fc91d7d095ffb3bd30/analysis/dataset_definition.py,dataset,10,Alain Amstutz,False,15,False,0,1.29,0,1.23,0,0.47,0,3.46,0,1.73,4764,0.11,0.02,2.38,0.34,0.47,10163.76,0.65,0.0,-131.76,-186.45,-0.02,59.68,-0.04,4764,0.23,0.02,7.87,0.52,8.64,551.51,4795,0.21,0.02,8.58,0.43,9.23,519.26,4762,0.24,0.02,5.72,0.39,6.37,747.84,4794,0.21,0.02,2.62,0.41,3.26,1471.11,4761,0.23,0.02,2.86,0.38,3.48,1366.86,4793,0.21,0.01,2.62,0.38,3.22,1486.68,4764,0.21,0.03,2.86,0.63,3.73,1278.14,4794,0.2,0.03,2.38,0.61,3.22,1487.12
opioids-covid-research,measures_type.log,analysis/measures_type.py,https://github.com/opensafely/opioids-covid-research/blob/0e45b0d3cfc0a4ccb418fd9ce63ffdf79ca41a99/analysis/measures_type.py,measure,540,Andrea Schaffer,False,,False,0,2.31,0,2.52,0,0.55,0,5.44,0,5.04,754,0.17,0.02,2.15,0.36,0.55,1379.42,0.0,147.58,42.04,23.33,0.0,-11.06,0.0,5000,0.57,0.02,1.43,0.8,2.82,1773.18,5000,0.31,0.07,2.62,0.58,3.58,1395.28,5000,0.55,0.05,2.15,0.75,3.49,1431.38,5000,0.31,0.07,2.62,0.56,3.57,1400.08,5000,0.59,0.06,1.67,0.81,3.13,1596.65,5000,0.33,0.08,2.62,0.62,3.66,1366.12,5000,0.79,0.07,1.91,2.09,4.86,1027.8,5000,0.54,0.03,2.62,1.48,4.67,1069.76
opioids-covid-research,measures_overall.log,analysis/measures_overall.py,https://github.com/opensafely/opioids-covid-research/blob/0e45b0d3cfc0a4ccb418fd9ce63ffdf79ca41a99/analysis/measures_overall.py,measure,5000,Andrea Schaffer,False,,False,0,3.96,0,3.75,0,1.42,0,9.58,0,7.87,754,0.54,0.15,3.1,0.73,1.42,529.79,0.0,147.58,17.3,8.36,0.0,19.26,0.0,5000,1.46,0.08,2.62,0.82,4.98,1004.24,5000,0.88,0.07,3.58,0.73,5.26,949.87,5000,1.41,0.07,1.91,0.72,4.11,1217.69,5000,0.89,0.08,2.62,0.73,4.31,1159.66,5000,1.4,0.06,1.91,0.65,4.02,1243.79,5000,0.82,0.06,3.81,0.68,5.39,928.47,5000,2.69,0.11,1.67,1.55,6.02,830.52,5000,1.58,0.12,2.38,1.66,5.74,870.43
opioids-covid-research,measures_demo_prev.log,analysis/measures_demo_prev.py,https://github.com/opensafely/opioids-covid-research/blob/0e45b0d3cfc0a4ccb418fd9ce63ffdf79ca41a99/analysis/measures_demo_prev.py,measure,2700,Andrea Schaffer,False,,False,0,4.21,0,4.63,0,0.62,0,9.49,0,9.69,754,0.17,0.02,3.34,0.43,0.62,1214.32,0.0,147.58,48.41,30.88,0.0,-35.71,0.0,5000,0.61,0.05,1.43,1.77,3.87,1291.41,5000,0.35,0.03,1.91,1.51,3.79,1318.34,5000,0.63,0.06,2.15,1.82,4.65,1074.66,5000,0.35,0.02,2.62,1.31,4.3,1162.17,5000,0.6,0.05,2.38,2.22,5.25,951.62,5000,0.32,0.02,2.15,1.4,3.89,1285.73,5000,1.01,0.07,1.67,4.76,7.51,666.21,5000,0.64,0.04,1.67,3.15,5.49,911.2
opioids-covid-research,measures_demo_new.log,analysis/measures_demo_new.py,https://github.com/opensafely/opioids-covid-research/blob/0e45b0d3cfc0a4ccb418fd9ce63ffdf79ca41a99/analysis/measures_demo_new.py,measure,2700,Andrea Schaffer,False,,False,0,4.64,0,4.68,0,1.11,0,10.87,0,10.19,721,0.38,0.12,2.62,0.62,1.11,648.56,-0.26,146.66,31.59,30.62,0.49,4.12,0.26,4686,1.16,0.05,2.62,1.62,5.45,860.14,4674,0.75,0.05,3.1,1.2,5.11,914.64,4683,1.06,0.05,3.34,1.5,5.95,786.73,4697,0.63,0.05,4.29,1.2,6.16,761.95,4689,1.01,0.05,2.38,1.78,5.22,897.64,4686,0.57,0.04,2.86,1.18,4.65,1007.04,4711,2.07,0.08,1.91,3.91,7.96,591.55,4703,1.35,0.08,3.34,2.6,7.37,638.49
opioids-covid-research,generate_dataset_table.log,analysis/define_dataset_table.py,https://github.com/opensafely/opioids-covid-research/blob/0e45b0d3cfc0a4ccb418fd9ce63ffdf79ca41a99/analysis/define_dataset_table.py,dataset,10,Andrea Schaffer,False,31,False,0,4.16,0,3.71,0,0.63,0,9.38,0,8.62,757,0.17,0.02,3.1,0.44,0.63,1193.24,0.0,147.4,4.42,1.48,0.0,39.04,0.0,5000,0.56,0.08,4.05,2.0,6.69,747.3,5000,0.32,0.02,3.34,1.4,5.08,983.83,5000,0.56,0.06,3.1,1.82,5.53,904.61,5000,0.32,0.03,3.34,1.36,5.04,991.63,5000,0.53,0.05,1.91,1.6,4.08,1225.84,5000,0.3,0.02,2.38,1.2,3.9,1281.34,5000,0.64,0.07,1.67,4.62,7.0,714.27,5000,0.43,0.04,1.91,2.78,5.16,969.28
opioids-covid-research,generate_dataset_missing.log,analysis/define_dataset_missing.py,https://github.com/opensafely/opioids-covid-research/blob/0e45b0d3cfc0a4ccb418fd9ce63ffdf79ca41a99/analysis/define_dataset_missing.py,dataset,10,Andrea Schaffer,False,20,False,0,1.54,0,1.41,0,0.47,0,3.71,0,2.57,2207,0.17,0.02,3.34,0.29,0.47,4673.92,-0.49,75.29,-8.92,50.41,-0.12,37.47,-0.12,4872,0.56,0.02,2.62,0.37,3.57,1366.4,4848,0.31,0.02,2.15,0.35,2.83,1712.7,4869,0.53,0.02,2.86,0.32,3.73,1304.66,4842,0.31,0.02,2.86,0.33,3.52,1376.72,4869,0.49,0.02,1.43,0.29,2.23,2183.77,4842,0.28,0.02,4.05,0.3,4.65,1040.48,4862,0.63,0.05,1.91,0.68,3.27,1485.18,4870,0.42,0.03,4.53,0.72,5.71,853.25
opioids-covid-research,measures_carehome.log,analysis/measures_carehome.py,https://github.com/opensafely/opioids-covid-research/blob/0e45b0d3cfc0a4ccb418fd9ce63ffdf79ca41a99/analysis/measures_carehome.py,measure,3240,Andrea Schaffer,False,,False,0,6.51,0,6.56,0,2.42,0,15.56,0,12.86,231,0.85,0.24,4.53,1.32,2.42,95.63,-0.87,179.82,39.36,15.26,-0.05,-10.91,-0.02,4347,2.13,0.19,2.15,1.33,5.79,750.64,4309,1.28,0.27,3.34,1.34,6.23,691.63,4330,2.13,0.21,2.38,1.21,5.93,730.69,4307,1.22,0.32,5.96,1.31,8.8,489.29,4343,2.13,0.19,2.86,1.24,6.42,676.2,4308,1.28,0.32,2.62,1.29,5.51,782.53,4311,4.74,0.26,2.15,2.41,9.55,451.43,4307,2.57,0.29,2.15,2.35,7.35,585.84
IMID-Zoster,generate_dataset.log,analysis/dataset_definition_2.py,https://github.com/opensafely/IMID-Zoster/blob/eebffe20a2aee5e319b443a1a963e138d312bda6/analysis/dataset_definition_2.py,dataset,10,ZijingY,False,37,False,0,6.3,0,6.32,0,1.22,0,11.13,0,19.54,320,0.47,0.13,3.1,0.62,1.22,263.01,18.63,13.14,61.05,70.4,182.45,-29.57,229.1,365,1.4,0.06,2.38,1.31,5.16,70.76,433,1.04,0.06,1.91,1.0,4.01,107.91,372,1.34,0.05,3.58,1.22,6.18,60.15,1223,1.69,0.33,4.05,1.61,7.68,159.25,1128,1.47,0.09,3.1,2.03,6.68,168.77,1425,1.08,0.09,5.25,1.49,7.9,180.37,345,6.97,0.1,2.38,3.79,13.24,26.05,461,5.44,0.11,5.01,3.0,13.55,34.01
IMID-Zoster,generate_zoster_prevalence.log,analysis/population_measure_V2.py,https://github.com/opensafely/IMID-Zoster/blob/eebffe20a2aee5e319b443a1a963e138d312bda6/analysis/population_measure_V2.py,measure,17280,ZijingY,False,,False,0,4.65,0,4.98,0,1.81,0,11.16,0,9.56,665,0.4,0.12,3.34,1.28,1.81,368.3,-2.7,100.26,40.74,11.07,0.46,3.55,-6.06,2002,1.69,0.06,2.15,1.16,5.05,396.25,1948,0.69,0.2,3.58,1.04,5.5,354.08,2003,1.68,0.04,1.67,1.04,4.43,451.73,1957,0.71,0.16,4.53,0.97,6.37,307.04,1867,1.82,0.05,1.91,1.09,4.87,383.13,1830,0.74,0.19,4.05,1.04,6.02,303.99,2045,3.59,0.08,2.86,2.0,8.53,239.85,2067,1.6,0.07,2.38,2.13,6.19,334.12
IMID-Zoster,generate_incident_treatment_dataset.log,analysis/dataset_definition_drug.py,https://github.com/opensafely/IMID-Zoster/blob/eebffe20a2aee5e319b443a1a963e138d312bda6/analysis/dataset_definition_drug.py,dataset,800,ZijingY,False,39,False,0,4.93,0,4.52,0,1.08,0,9.09,0,15.46,687,0.36,0.11,4.77,0.62,1.08,633.4,37.76,-150.06,64.48,49.77,-83.7,-52.12,-13.33,98,1.35,0.05,1.67,0.67,3.74,26.21,135,1.03,0.16,2.86,0.54,4.59,29.44,101,1.24,0.05,1.91,0.63,3.82,26.42,22,1.53,0.3,2.62,1.14,5.59,3.93,84,1.53,0.05,3.34,0.76,5.69,14.77,117,1.05,0.22,4.77,0.85,6.89,16.99,97,6.87,0.12,2.15,1.39,10.53,9.22,139,5.27,0.16,2.15,1.55,9.13,15.23
metformin_covid,generate_dataset_ppa.log,analysis/dataset_definition_ppa.py,https://github.com/opensafely/metformin_covid/blob/a49d4a584e8871a1ee86489f551d6877a610b4a0/analysis/dataset_definition_ppa.py,dataset,10,Alain Amstutz,True,2,False,0,1.11,0,0.98,0,0.49,0,1.49,0,2.45,3478,0.07,0.0,2.62,0.42,0.49,7130.15,-100.0,0.0,49.94,-157.14,,27.08,,3478,0.08,0.0,3.1,0.98,4.16,835.29,0,0.06,0.0,3.81,0.03,3.91,0.0,3478,0.08,0.0,2.62,0.94,3.64,956.33,0,0.06,0.0,3.34,0.03,3.43,0.0,3478,0.07,0.0,2.15,0.82,3.04,1145.44,0,0.06,0.0,1.91,0.02,1.99,0.0,3478,0.08,0.0,5.96,2.27,8.32,418.16,0,0.06,0.0,1.43,0.02,1.52,0.0
metformin_covid,generate_dataset.log,analysis/dataset_definition_t2dm.py,https://github.com/opensafely/metformin_covid/blob/a49d4a584e8871a1ee86489f551d6877a610b4a0/analysis/dataset_definition_t2dm.py,dataset,7000,Alain Amstutz,True,1,False,0,10.12,0,60.96,0,3.14,137,22.14,0,36.82,5000,0.15,0.0,2.15,2.99,3.14,1591.61,0.0,0.0,57.54,64.28,0.0,-357.87,0.0,5000,0.76,0.0,3.34,5.42,9.51,525.51,5000,0.58,0.0,2.38,3.56,6.53,765.13,5000,0.81,0.0,2.62,5.22,8.65,577.82,5000,0.56,0.0,3.34,3.5,7.4,675.39,5000,0.74,0.0,1.91,40.92,43.56,114.77,5000,0.54,0.0,3.1,18.76,22.4,223.23,5000,5.33,0.0,1.03,16.05,22.41,223.14,5000,4.47,0.01,2.86,10.95,18.29,273.32
metformin_covid,generate_dataset_dm_algo.log,analysis/dataset_definition_dm_algo.py,https://github.com/opensafely/metformin_covid/blob/a49d4a584e8871a1ee86489f551d6877a610b4a0/analysis/dataset_definition_dm_algo.py,dataset,7000,Alain Amstutz,False,1,False,0,2.72,0,5.87,0,0.91,0,6.06,0,5.51,5000,0.11,0.0,3.34,0.8,0.91,5486.5,0.0,0.0,44.07,11.96,0.0,-58.68,0.0,5000,0.26,0.0,1.91,1.37,3.54,1410.79,5000,0.21,0.0,1.91,0.93,3.05,1641.02,5000,0.28,0.0,2.86,1.3,4.44,1126.36,5000,0.21,0.0,2.62,0.92,3.75,1331.75,5000,0.26,0.0,1.67,3.69,5.62,889.09,5000,0.22,0.0,2.15,1.69,4.05,1233.33,5000,0.26,0.0,2.86,3.21,6.34,789.05,5000,0.22,0.0,1.43,1.81,3.46,1444.72
