project,log_name,analysis_file,analysis_link,run_type,target,users,uses_table_from_file,population_nodes,uses_dummy_tables_flag,nextgen_tomw2_exit_code,nextgen_tomw2_overall_sec,nextgen_tomw3_exit_code,nextgen_tomw3_overall_sec,legacy_exit_code,legacy_overall_sec,nextgen_exit_code,nextgen_overall_sec,nextgen_old_exit_code,nextgen_old_overall_sec,legacy_batch0_found,legacy_batch0_raw_sec,legacy_batch0_populate_sec,legacy_batch0_engine_sec,legacy_batch0_accumulate_sec,legacy_batch0_total_sec,legacy_batch0_dps,nextgen_batch_improvement,found_diff_pct,tomw_improvements_batch0,tomw_improvements_batch1,tomw2_found_improvement,tomw3_improvements_batch0,tomw3_improvements_batch1,nextgen_batch0_found,nextgen_batch0_raw_sec,nextgen_batch0_populate_sec,nextgen_batch0_engine_sec,nextgen_batch0_accumulate_sec,nextgen_batch0_total_sec,nextgen_batch0_dps,nextgen_batch1_found,nextgen_batch1_raw_sec,nextgen_batch1_populate_sec,nextgen_batch1_engine_sec,nextgen_batch1_accumulate_sec,nextgen_batch1_total_sec,nextgen_batch1_dps,nextgen_tomw2_batch0_found,nextgen_tomw2_batch0_raw_sec,nextgen_tomw2_batch0_populate_sec,nextgen_tomw2_batch0_engine_sec,nextgen_tomw2_batch0_accumulate_sec,nextgen_tomw2_batch0_total_sec,nextgen_tomw2_batch0_dps,nextgen_tomw2_batch1_found,nextgen_tomw2_batch1_raw_sec,nextgen_tomw2_batch1_populate_sec,nextgen_tomw2_batch1_engine_sec,nextgen_tomw2_batch1_accumulate_sec,nextgen_tomw2_batch1_total_sec,nextgen_tomw2_batch1_dps,nextgen_tomw3_batch0_found,nextgen_tomw3_batch0_raw_sec,nextgen_tomw3_batch0_populate_sec,nextgen_tomw3_batch0_engine_sec,nextgen_tomw3_batch0_accumulate_sec,nextgen_tomw3_batch0_total_sec,nextgen_tomw3_batch0_dps,nextgen_tomw3_batch1_found,nextgen_tomw3_batch1_raw_sec,nextgen_tomw3_batch1_populate_sec,nextgen_tomw3_batch1_engine_sec,nextgen_tomw3_batch1_accumulate_sec,nextgen_tomw3_batch1_total_sec,nextgen_tomw3_batch1_dps,nextgen_old_batch0_found,nextgen_old_batch0_raw_sec,nextgen_old_batch0_populate_sec,nextgen_old_batch0_engine_sec,nextgen_old_batch0_accumulate_sec,nextgen_old_batch0_total_sec,nextgen_old_batch0_dps,nextgen_old_batch1_found,nextgen_old_batch1_raw_sec,nextgen_old_batch1_populate_sec,nextgen_old_batch1_engine_sec,nextgen_old_batch1_accumulate_sec,nextgen_old_batch1_total_sec,nextgen_old_batch1_dps
WinterPressuresDescriptive,generate_measures_postcovid2_2023-10-01_rurality.log,analysis/dataset_definition/measures_cohorts.py,https://github.com/opensafely/WinterPressuresDescriptive/blob/64bac66c54e6c1f9a1b9fbb038ab619730f5bd2d/analysis/dataset_definition/measures_cohorts.py,measure,100,ZoeMZou,False,,False,0,2.74,0,2.71,0,0.61,0,5.76,0,5.17,2022,0.28,0.02,2.86,0.3,0.61,3340.36,0.47,83.21,0.73,3.48,0.0,45.7,0.0,4903,0.72,0.06,4.05,0.92,5.76,851.75,4926,0.37,0.07,3.34,0.61,4.39,1123.31,4903,0.69,0.05,2.38,0.94,4.06,1208.03,4926,0.37,0.08,2.15,0.6,3.2,1539.71,4902,0.74,0.05,1.43,0.91,3.13,1568.16,4926,0.37,0.07,1.91,0.57,2.91,1692.06,4905,0.77,0.05,2.62,2.36,5.8,845.84,4929,0.44,0.03,2.62,1.45,4.54,1084.93
WinterPressuresDescriptive,generate_measures_precovid_2018-10-01_imd.log,analysis/dataset_definition/measures_cohorts.py,https://github.com/opensafely/WinterPressuresDescriptive/blob/64bac66c54e6c1f9a1b9fbb038ab619730f5bd2d/analysis/dataset_definition/measures_cohorts.py,measure,100,ZoeMZou,False,,False,0,2.75,0,2.78,0,0.54,0,6.11,0,6.09,2201,0.22,0.02,2.86,0.3,0.54,4066.98,0.49,72.83,25.28,24.68,0.0,15.81,0.02,4722,0.76,0.07,3.34,0.97,5.14,918.42,4745,0.39,0.08,3.1,0.65,4.23,1121.71,4722,0.73,0.05,1.43,0.91,3.11,1516.84,4745,0.37,0.07,2.15,0.61,3.19,1488.06,4721,0.75,0.05,2.62,0.91,4.33,1090.66,4746,0.37,0.08,3.81,0.59,4.86,975.63,4713,1.04,0.05,3.1,2.69,6.88,684.91,4747,0.6,0.03,3.34,1.65,5.62,845.2
WinterPressuresDescriptive,generate_measures_postcovid3_2024-10-01_sex.log,analysis/dataset_definition/measures_cohorts.py,https://github.com/opensafely/WinterPressuresDescriptive/blob/64bac66c54e6c1f9a1b9fbb038ab619730f5bd2d/analysis/dataset_definition/measures_cohorts.py,measure,100,ZoeMZou,False,,False,0,1.51,0,1.54,0,0.38,0,3.56,0,1.96,1823,0.23,0.02,3.1,0.14,0.38,4742.04,0.32,92.35,-12.51,-28.21,-0.02,0.53,-0.04,4951,0.73,0.05,2.15,0.18,3.11,1591.18,4967,0.36,0.02,2.62,0.2,3.21,1548.77,4944,0.69,0.05,5.01,0.18,5.92,834.87,4966,0.37,0.02,2.38,0.19,2.96,1677.17,4943,0.72,0.05,2.15,0.18,3.1,1597.06,4965,0.36,0.02,2.38,0.19,2.95,1680.91,4946,0.74,0.05,1.67,0.3,2.77,1788.43,4964,0.44,0.08,1.67,0.32,2.5,1984.5
WinterPressuresDescriptive,generate_measures_postcovid2_2023-10-01_apc_acscs.log,analysis/dataset_definition/measures_cohorts.py,https://github.com/opensafely/WinterPressuresDescriptive/blob/64bac66c54e6c1f9a1b9fbb038ab619730f5bd2d/analysis/dataset_definition/measures_cohorts.py,measure,100,ZoeMZou,False,,False,0,2.26,0,2.17,0,0.49,0,5.02,0,3.83,2022,0.22,0.02,2.86,0.26,0.49,4095.32,0.47,83.21,-26.99,38.24,0.0,17.69,0.0,4903,0.73,0.08,3.34,0.61,4.77,1028.78,4926,0.37,0.02,1.91,0.53,2.83,1742.15,4903,0.73,0.05,2.86,0.6,4.24,1156.72,4926,0.37,0.02,3.34,0.48,4.2,1172.9,4902,0.71,0.04,2.62,0.55,3.92,1249.67,4926,0.35,0.02,3.1,0.47,3.95,1248.43,4905,0.78,0.06,1.43,1.48,3.75,1307.01,4929,0.44,0.07,3.1,0.97,4.58,1076.54
WinterPressuresDescriptive,generate_measures_postcovid1_2022-10-01_vax_pneum.log,analysis/dataset_definition/measures_cohorts.py,https://github.com/opensafely/WinterPressuresDescriptive/blob/64bac66c54e6c1f9a1b9fbb038ab619730f5bd2d/analysis/dataset_definition/measures_cohorts.py,measure,100,ZoeMZou,False,,False,0,2.28,0,2.28,0,0.4,0,5.07,0,4.18,327,0.22,0.02,2.62,0.17,0.4,810.9,0.0,175.45,1.89,12.31,0.0,20.84,0.0,5000,0.8,0.05,2.38,0.64,3.88,1288.87,5000,0.38,0.02,2.38,0.52,3.31,1512.16,5000,0.74,0.05,2.15,0.61,3.54,1410.49,5000,0.37,0.02,3.58,0.47,4.44,1126.58,5000,0.75,0.04,1.67,0.61,3.07,1628.14,5000,0.37,0.02,2.15,0.46,3.0,1668.11,5000,0.92,0.05,1.43,1.55,3.95,1264.48,5000,0.52,0.08,2.15,1.03,3.77,1325.99
WinterPressuresDescriptive,generate_measures_postcovid3_2024-10-01_apc_acscs.log,analysis/dataset_definition/measures_cohorts.py,https://github.com/opensafely/WinterPressuresDescriptive/blob/64bac66c54e6c1f9a1b9fbb038ab619730f5bd2d/analysis/dataset_definition/measures_cohorts.py,measure,100,ZoeMZou,False,,False,0,2.17,0,2.13,0,0.47,0,4.73,0,3.76,1823,0.22,0.02,3.1,0.23,0.47,3887.36,0.32,92.35,-26.09,-60.29,-0.02,30.41,-0.04,4951,0.74,0.05,3.58,0.59,4.96,998.75,4967,0.36,0.02,4.53,0.5,5.41,917.91,4944,0.68,0.05,1.67,0.57,2.96,1668.03,4966,0.35,0.02,3.1,0.48,3.95,1257.62,4943,0.71,0.05,2.15,0.55,3.45,1432.89,4965,0.34,0.02,2.38,0.44,3.19,1556.19,4946,0.73,0.06,1.67,1.48,3.93,1258.09,4964,0.41,0.08,1.91,0.98,3.38,1470.41
WinterPressuresDescriptive,generate_measures_postcovid1_2022-10-01_vax_flu.log,analysis/dataset_definition/measures_cohorts.py,https://github.com/opensafely/WinterPressuresDescriptive/blob/64bac66c54e6c1f9a1b9fbb038ab619730f5bd2d/analysis/dataset_definition/measures_cohorts.py,measure,100,ZoeMZou,False,,False,0,3.04,0,3.09,0,0.95,0,7.39,0,5.66,641,0.43,0.1,3.81,0.42,0.95,677.21,-0.88,147.18,23.47,-16.77,-0.14,19.34,-0.12,4213,1.25,0.04,2.38,0.59,4.28,985.02,4176,0.61,0.04,4.77,0.68,6.09,685.22,4199,1.14,0.04,3.34,0.56,5.08,826.22,4170,0.58,0.07,3.58,0.61,4.83,862.8,4199,1.16,0.04,1.67,0.58,3.45,1217.19,4171,0.64,0.04,3.1,0.59,4.37,954.73,4196,2.16,0.08,2.38,0.96,5.59,750.81,4197,1.2,0.14,2.86,1.02,5.22,804.17
WinterPressuresDescriptive,generate_measures_postcovid2_2023-10-01_vax_flu.log,analysis/dataset_definition/measures_cohorts.py,https://github.com/opensafely/WinterPressuresDescriptive/blob/64bac66c54e6c1f9a1b9fbb038ab619730f5bd2d/analysis/dataset_definition/measures_cohorts.py,measure,100,ZoeMZou,False,,False,0,2.94,0,3.02,0,0.93,0,7.17,0,5.31,874,0.41,0.1,2.38,0.42,0.93,937.32,-0.98,131.97,29.81,-0.52,0.02,-18.04,0.05,4265,1.25,0.05,2.15,0.68,4.13,1033.35,4223,0.63,0.05,5.01,0.6,6.28,672.05,4259,1.13,0.04,1.91,0.55,3.63,1173.22,4224,0.57,0.04,2.86,0.56,4.04,1045.92,4257,1.16,0.04,3.1,0.57,4.87,873.78,4225,0.6,0.04,4.53,0.57,5.73,736.98,4271,2.01,0.07,2.86,0.93,5.88,726.28,4264,1.09,0.14,4.05,0.96,6.25,682.07
WinterPressuresDescriptive,generate_measures_postcovid3_2024-10-01_apc_all.log,analysis/dataset_definition/measures_cohorts.py,https://github.com/opensafely/WinterPressuresDescriptive/blob/64bac66c54e6c1f9a1b9fbb038ab619730f5bd2d/analysis/dataset_definition/measures_cohorts.py,measure,100,ZoeMZou,False,,False,0,2.13,0,2.1,0,0.45,0,4.83,0,3.77,1823,0.22,0.02,2.15,0.21,0.45,4024.72,0.32,92.35,11.71,-30.38,-0.02,50.53,-0.04,4951,0.74,0.1,3.34,0.61,4.79,1033.64,4967,0.37,0.02,5.01,0.49,5.89,843.5,4944,0.69,0.06,1.91,0.56,3.21,1540.52,4966,0.35,0.02,2.15,0.45,2.96,1678.41,4943,0.7,0.04,1.1,0.53,2.37,2086.05,4965,0.35,0.02,1.91,0.44,2.72,1824.04,4946,0.74,0.05,3.1,1.53,5.43,911.66,4964,0.42,0.07,3.1,0.92,4.52,1099.12
WinterPressuresDescriptive,generate_measures_postcovid1_2022-10-01_multimorbidity.log,analysis/dataset_definition/measures_cohorts.py,https://github.com/opensafely/WinterPressuresDescriptive/blob/64bac66c54e6c1f9a1b9fbb038ab619730f5bd2d/analysis/dataset_definition/measures_cohorts.py,measure,100,ZoeMZou,False,,False,0,2.32,0,2.25,0,0.52,0,5.29,0,4.26,2104,0.22,0.02,2.62,0.28,0.52,4033.29,0.76,79.13,16.99,-34.1,-0.04,3.59,-0.04,4859,0.79,0.02,1.91,0.67,3.4,1430.96,4896,0.38,0.02,3.34,0.59,4.33,1129.75,4859,0.73,0.02,2.86,0.64,4.24,1144.7,4894,0.36,0.07,3.34,0.48,4.25,1150.52,4858,0.74,0.02,1.91,0.61,3.27,1483.94,4894,0.36,0.02,2.15,0.49,3.01,1624.29,4856,0.81,0.06,1.43,1.79,4.09,1187.04,4893,0.53,0.03,1.67,1.0,3.23,1514.03
WinterPressuresDescriptive,generate_measures_precovid_2018-10-01_multimorbidity.log,analysis/dataset_definition/measures_cohorts.py,https://github.com/opensafely/WinterPressuresDescriptive/blob/64bac66c54e6c1f9a1b9fbb038ab619730f5bd2d/analysis/dataset_definition/measures_cohorts.py,measure,100,ZoeMZou,False,,False,0,2.33,0,2.29,0,0.57,0,5.15,0,4.65,2201,0.24,0.02,2.62,0.3,0.57,3877.3,0.49,72.83,20.36,44.77,0.0,12.82,0.02,4722,0.78,0.02,2.86,0.67,4.33,1090.74,4745,0.4,0.08,2.62,0.53,3.63,1307.01,4722,0.75,0.02,1.67,0.64,3.07,1536.99,4745,0.37,0.07,1.91,0.48,2.82,1682.43,4721,0.77,0.02,2.38,0.6,3.77,1250.84,4746,0.37,0.07,1.67,0.44,2.55,1859.76,4713,0.98,0.06,2.62,1.78,5.44,867.02,4747,0.65,0.04,4.77,1.12,6.57,722.17
WinterPressuresDescriptive,generate_measures_postcovid1_2022-10-01_consultation.log,analysis/dataset_definition/measures_cohorts.py,https://github.com/opensafely/WinterPressuresDescriptive/blob/64bac66c54e6c1f9a1b9fbb038ab619730f5bd2d/analysis/dataset_definition/measures_cohorts.py,measure,100,ZoeMZou,False,,False,0,2.19,0,2.2,0,0.47,0,4.79,0,4.02,2158,0.22,0.02,2.15,0.24,0.47,4566.02,0.6,76.53,-30.83,-67.55,-0.02,35.91,-0.08,4833,0.74,0.05,4.05,0.58,5.42,892.13,4862,0.37,0.02,5.25,0.5,6.14,791.35,4832,0.7,0.04,1.43,0.57,2.74,1762.02,4861,0.36,0.02,2.15,0.47,3.0,1619.78,4829,0.72,0.04,2.15,0.56,3.47,1390.83,4858,0.36,0.02,1.91,0.48,2.76,1757.33,4828,0.85,0.05,1.67,1.57,4.14,1165.98,4863,0.49,0.07,2.15,0.95,3.67,1326.15
WinterPressuresDescriptive,generate_measures_postcovid1_2022-10-01_ec_all.log,analysis/dataset_definition/measures_cohorts.py,https://github.com/opensafely/WinterPressuresDescriptive/blob/64bac66c54e6c1f9a1b9fbb038ab619730f5bd2d/analysis/dataset_definition/measures_cohorts.py,measure,100,ZoeMZou,False,,False,0,2.17,0,2.13,0,0.48,0,4.73,0,4.06,2104,0.23,0.02,4.29,0.23,0.48,4362.81,0.76,79.13,-19.9,-9.8,-0.04,9.99,-0.04,4859,0.75,0.05,4.05,0.55,5.4,899.12,4896,0.38,0.02,3.81,0.49,4.71,1040.04,4859,0.7,0.05,3.1,0.53,4.37,1111.17,4894,0.37,0.02,2.15,0.48,3.02,1621.31,4858,0.72,0.05,3.58,0.52,4.86,998.75,4894,0.36,0.02,3.34,0.45,4.16,1175.53,4856,0.81,0.06,2.15,1.5,4.51,1077.38,4893,0.49,0.08,2.62,1.1,4.29,1141.26
WinterPressuresDescriptive,generate_measures_precovid_2018-10-01_ethnicity.log,analysis/dataset_definition/measures_cohorts.py,https://github.com/opensafely/WinterPressuresDescriptive/blob/64bac66c54e6c1f9a1b9fbb038ab619730f5bd2d/analysis/dataset_definition/measures_cohorts.py,measure,100,ZoeMZou,False,,False,0,2.43,0,2.57,0,0.57,0,5.45,0,4.6,2201,0.24,0.02,3.58,0.31,0.57,3877.94,0.49,72.83,-47.99,-8.48,0.0,55.75,0.02,4722,0.81,0.02,5.72,0.67,7.23,653.54,4745,0.38,0.02,3.58,0.6,4.58,1036.83,4722,0.77,0.02,2.38,0.68,3.85,1225.59,4745,0.37,0.02,3.1,0.55,4.04,1173.28,4721,0.78,0.02,1.67,0.73,3.2,1476.68,4746,0.41,0.02,2.62,0.58,3.63,1306.55,4713,0.97,0.07,2.15,1.7,4.88,965.35,4747,0.64,0.03,2.38,1.16,4.22,1125.22
WinterPressuresDescriptive,generate_measures_precovid_2018-10-01_age.log,analysis/dataset_definition/measures_cohorts.py,https://github.com/opensafely/WinterPressuresDescriptive/blob/64bac66c54e6c1f9a1b9fbb038ab619730f5bd2d/analysis/dataset_definition/measures_cohorts.py,measure,100,ZoeMZou,False,,False,0,1.63,0,1.68,0,0.39,0,3.67,0,2.84,2201,0.23,0.02,2.15,0.14,0.39,5696.08,-0.59,73.09,-66.74,-19.5,-0.15,26.6,-0.15,4736,0.82,0.07,3.58,0.2,4.67,1015.03,4708,0.39,0.02,3.1,0.21,3.71,1268.72,4732,0.78,0.05,3.58,0.19,4.59,1031.09,4701,0.38,0.02,4.29,0.19,4.89,961.29,4732,0.81,0.04,2.38,0.19,3.42,1381.66,4701,0.41,0.02,2.38,0.2,3.01,1563.29,4719,1.04,0.06,1.19,0.51,2.8,1686.37,4732,0.62,0.07,1.91,0.51,3.11,1523.83
prophy_effects_Sotro_Molnup,gen_dataset_table.log,analysis/dataset_definition.py,https://github.com/opensafely/prophy_effects_Sotro_Molnup/blob/bf991811a0514dfde66815c4a723e8d4a6c65654/analysis/dataset_definition.py,dataset,3000,qwenww,False,48,False,0,6.82,0,4.95,0,1.35,0,9.88,0,8.45,1,0.65,0.12,2.15,0.58,1.35,0.74,-25.0,120.0,7.59,-35.3,700.0,16.99,-100.0,4,1.73,0.15,3.34,0.77,5.98,0.67,3,1.03,0.26,6.2,0.8,8.29,0.36,3,1.92,0.13,1.43,0.71,4.19,0.72,24,1.83,0.37,3.34,1.79,7.33,3.27,1,1.77,0.13,1.67,1.4,4.97,0.2,0,0.87,0.19,2.86,0.53,4.44,0.0,1,3.69,0.19,1.43,1.17,6.48,0.15,1,1.76,0.22,2.86,1.28,6.13,0.16
uom_pregnancy_tx_pathways_166,generate_study_population_AnyCode_SDR.log,analysis/dataset_definition_any_antenatal.py,https://github.com/opensafely/uom_pregnancy_tx_pathways_166/blob/4d56ec6191304f660ce77a23db0c5c660f5d322a/analysis/dataset_definition_any_antenatal.py,dataset,2000,v1kki213,False,52,False,0,6.52,0,4.9,0,1.11,0,12.01,0,18.76,153,0.37,0.09,3.1,0.65,1.11,137.97,22.67,93.01,55.18,58.22,121.21,-8.08,24.51,419,1.46,0.07,2.15,1.55,5.22,80.22,514,0.96,0.06,2.38,1.23,4.62,111.18,425,1.36,0.05,3.58,1.41,6.4,66.44,1137,1.42,0.24,4.53,1.99,8.19,138.89,526,1.23,0.04,2.86,1.51,5.64,93.18,640,0.9,0.05,4.53,1.13,6.6,96.98,390,6.44,0.08,1.43,3.71,11.65,33.47,485,4.93,0.09,2.62,3.42,11.07,43.83
ve-ccw,generate_dataset.log,analysis/dataset_definition.py,https://github.com/opensafely/ve-ccw/blob/74d2a8f73f60edde4f759dc537b1da4281c7af67/analysis/dataset_definition.py,dataset,10,Will Hulme,False,15,False,0,1.25,0,1.18,0,0.48,0,3.23,0,1.75,4764,0.11,0.02,2.62,0.36,0.48,9837.78,0.65,0.0,32.12,-60.59,-0.02,-22.28,-0.04,4764,0.23,0.02,2.38,0.39,3.02,1578.81,4795,0.2,0.02,4.53,0.46,5.21,921.2,4762,0.23,0.02,4.29,0.38,4.91,969.53,4794,0.2,0.01,2.38,0.4,3.0,1597.25,4761,0.22,0.01,3.1,0.36,3.69,1290.32,4793,0.2,0.02,2.15,0.37,2.73,1757.13,4764,0.2,0.03,3.58,0.64,4.45,1071.62,4794,0.2,0.03,2.38,0.63,3.24,1479.01
diamorphine-counts,generate_dataset.log,analysis/dataset_definition.py,https://github.com/opensafely/diamorphine-counts/blob/8591ebdb4dff724c6966c2a7ca8acbf7acaa07c2/analysis/dataset_definition.py,dataset,10,Peter Inglesby,False,15,False,0,1.26,0,1.25,0,0.48,0,3.28,0,1.89,4764,0.11,0.02,2.62,0.36,0.48,9852.21,0.65,0.0,25.23,-0.4,-0.02,-22.24,-0.04,4764,0.24,0.02,2.38,0.4,3.04,1564.96,4795,0.21,0.02,2.15,0.43,2.81,1708.43,4762,0.23,0.02,4.05,0.39,4.69,1015.72,4794,0.21,0.02,2.62,0.39,3.24,1481.44,4761,0.23,0.02,3.1,0.38,3.72,1279.48,4793,0.21,0.02,2.38,0.39,3.0,1598.65,4764,0.21,0.03,3.1,0.73,4.07,1170.18,4794,0.21,0.03,1.91,0.65,2.8,1714.91
test-age-distribution,generate_dataset.log,analysis/dataset_definition.py,https://github.com/opensafely/test-age-distribution/blob/d267c6d9841da2791a1a44e7384bd5ccfc832b92/analysis/dataset_definition.py,dataset,10,Iain Dillingham,False,7,False,0,0.69,0,0.65,0,0.17,0,1.65,0,0.68,2609,0.11,0.0,2.15,0.06,0.17,15756.41,0.0,62.85,7.31,24.6,0.0,44.01,0.0,5000,0.28,0.0,2.38,0.11,2.77,1806.66,5000,0.21,0.0,1.91,0.1,2.21,2258.72,5000,0.27,0.0,2.15,0.1,2.52,1982.4,5000,0.2,0.0,2.38,0.1,2.69,1860.13,5000,0.26,0.0,1.19,0.09,1.55,3226.95,5000,0.19,0.0,1.19,0.09,1.48,3389.57,5000,0.26,0.0,2.62,0.1,2.99,1674.61,5000,0.21,0.0,2.62,0.11,2.94,1702.97
reduce-hf,generate_dataset.log,analysis/dataset_definition.py,https://github.com/opensafely/reduce-hf/blob/df670d1346b6e5b010fbb16037d3fd7567860c27/analysis/dataset_definition.py,dataset,10,Andrea Schaffer,False,15,False,0,1.3,0,1.2,0,0.5,0,3.15,0,1.75,4764,0.11,0.02,3.1,0.38,0.5,9486.56,0.65,0.0,-45.05,-0.47,-0.02,31.59,-0.04,4764,0.24,0.02,4.05,0.4,4.71,1011.1,4795,0.21,0.02,2.38,0.41,3.02,1588.83,4762,0.23,0.02,3.34,0.41,4.0,1190.3,4794,0.21,0.01,2.38,0.4,3.01,1594.34,4761,0.22,0.01,2.62,0.37,3.22,1476.97,4793,0.19,0.01,2.15,0.38,2.74,1750.17,4764,0.2,0.03,2.38,0.63,3.25,1466.58,4794,0.2,0.03,2.15,0.62,3.0,1595.99
post-covid-cvd,generate_input_unvax.log,analysis/dataset_definition/dataset_definition_unvax.py,https://github.com/opensafely/post-covid-cvd/blob/319569889629f5d5476754851e0762a0ff1500cd/analysis/dataset_definition/dataset_definition_unvax.py,dataset,5000,Venexia Walker,True,3,False,0,7.24,0,25.27,0,1.95,137,16.31,0,28.25,5000,0.16,0.0,2.15,1.79,1.95,2559.22,0.0,0.0,53.54,62.07,0.0,-144.8,0.0,5000,1.0,0.0,3.34,3.77,8.11,616.61,5000,0.55,0.0,2.38,2.42,5.36,933.22,5000,0.79,0.0,2.86,3.47,7.12,701.95,5000,0.53,0.0,2.86,2.44,5.83,857.72,5000,0.82,0.0,1.91,17.12,19.85,251.88,5000,0.68,0.0,5.25,6.62,12.54,398.69,5000,4.85,0.0,1.43,11.17,17.45,286.49,5000,4.33,0.0,1.91,7.88,14.12,353.99
post-covid-cvd,generate_input_prevax.log,analysis/dataset_definition/dataset_definition_prevax.py,https://github.com/opensafely/post-covid-cvd/blob/319569889629f5d5476754851e0762a0ff1500cd/analysis/dataset_definition/dataset_definition_prevax.py,dataset,5000,Venexia Walker,True,3,False,0,7.22,0,25.17,0,1.96,137,16.59,0,28.04,5000,0.16,0.0,3.34,1.8,1.96,2548.69,0.0,0.0,60.67,50.38,0.0,-178.74,0.0,5000,0.98,0.0,2.15,3.8,6.92,722.23,5000,0.58,0.0,4.53,2.55,7.66,652.43,5000,0.78,0.0,1.67,3.48,5.93,842.85,5000,0.53,0.0,2.15,2.42,5.09,981.94,5000,0.84,0.0,1.43,17.03,19.3,259.11,5000,0.67,0.0,3.1,6.61,10.39,481.44,5000,4.83,0.0,1.67,11.1,17.6,284.09,5000,4.16,0.0,3.34,7.95,15.44,323.77
post-covid-cvd,generate_input_vax.log,analysis/dataset_definition/dataset_definition_vax.py,https://github.com/opensafely/post-covid-cvd/blob/319569889629f5d5476754851e0762a0ff1500cd/analysis/dataset_definition/dataset_definition_vax.py,dataset,5000,Venexia Walker,True,3,False,0,6.95,0,25.01,0,1.93,137,16.28,0,28.02,5000,0.16,0.0,2.15,1.76,1.93,2590.72,0.0,0.0,56.65,70.2,0.0,-164.02,0.0,5000,0.96,0.0,2.86,3.63,7.46,670.44,5000,0.58,0.0,1.19,2.44,4.22,1185.97,5000,0.78,0.0,1.19,3.32,5.29,944.94,5000,0.52,0.0,1.43,2.32,4.27,1170.29,5000,0.84,0.0,1.91,16.94,19.69,253.93,5000,0.66,0.0,1.43,6.55,8.64,578.87,5000,4.98,0.0,1.19,11.03,17.2,290.63,5000,4.1,0.0,2.15,7.9,14.15,353.36
post-covid-cvd,generate_dates.log,analysis/dataset_definition/dataset_definition_dates.py,https://github.com/opensafely/post-covid-cvd/blob/319569889629f5d5476754851e0762a0ff1500cd/analysis/dataset_definition/dataset_definition_dates.py,dataset,5000,Venexia Walker,False,3,False,0,3.76,0,6.15,0,0.94,0,8.79,0,20.4,5000,0.11,0.0,1.67,0.82,0.94,5316.68,0.0,0.0,62.48,53.34,0.0,-111.39,0.0,5000,0.72,0.01,2.38,1.42,4.53,1103.83,5000,0.54,0.0,4.53,1.14,6.22,804.13,5000,0.71,0.0,9.54,1.35,11.6,430.97,5000,0.53,0.0,1.91,1.16,3.6,1389.32,5000,0.74,0.0,5.72,3.11,9.58,522.18,5000,0.57,0.0,2.15,1.7,4.42,1131.07,5000,5.0,0.0,1.19,5.88,12.07,414.16,5000,4.36,0.0,3.81,5.15,13.33,375.2
inequalities-risk-factors-bloodstream-infections-IDAIRE-BSI,generate_dataset.log,analysis/dataset_definition.py,https://github.com/opensafely/inequalities-risk-factors-bloodstream-infections-IDAIRE-BSI/blob/36e673d073caba623b5f12a72c72adc4749cfde1/analysis/dataset_definition.py,dataset,10,Louis Fisher,False,15,False,0,1.24,0,1.24,0,0.51,0,3.18,0,1.86,4764,0.11,0.02,2.15,0.38,0.51,9412.38,0.65,0.0,-20.18,-5.56,-0.02,-10.28,-0.04,4764,0.24,0.02,3.58,0.4,4.23,1125.88,4795,0.21,0.02,2.86,0.42,3.51,1367.49,4762,0.22,0.02,3.81,0.38,4.43,1075.13,4794,0.2,0.01,3.34,0.4,3.95,1212.9,4761,0.23,0.02,4.05,0.37,4.67,1020.28,4793,0.2,0.01,2.15,0.39,2.76,1737.91,4764,0.21,0.03,2.62,0.66,3.52,1353.13,4794,0.21,0.03,2.38,0.7,3.32,1443.18
ImpactWinterPressures,generate_dataset.log,analysis/dataset_definition.py,https://github.com/opensafely/ImpactWinterPressures/blob/ceb235949f569fa34c73c13502ef6dd2f991aa6a/analysis/dataset_definition.py,dataset,10,ZoeMZou,False,15,False,0,1.23,0,1.28,0,0.46,0,3.14,0,1.76,4764,0.11,0.02,3.34,0.34,0.46,10304.42,0.65,0.0,0.17,-0.42,-0.02,7.34,-0.04,4764,0.24,0.02,2.62,0.38,3.26,1461.55,4795,0.21,0.02,2.15,0.4,2.77,1728.23,4762,0.22,0.02,2.62,0.37,3.23,1475.42,4794,0.21,0.01,2.15,0.39,2.76,1737.8,4761,0.24,0.02,2.38,0.38,3.02,1576.4,4793,0.2,0.01,3.1,0.41,3.73,1284.91,4764,0.21,0.03,2.38,0.65,3.27,1459.1,4794,0.2,0.03,1.91,0.62,2.76,1735.13
vaccinesWinterPressures,generate_dataset.log,analysis/dataset_definition.py,https://github.com/opensafely/vaccinesWinterPressures/blob/724422e282ea640274dc1accb4e2f8936bfb9029/analysis/dataset_definition.py,dataset,10,Johnny Filipe,False,61,False,0,9.34,0,5.62,0,2.76,0,14.48,0,12.83,1611,0.86,0.18,2.62,1.72,2.76,583.69,19.71,-97.78,42.23,52.19,261.48,-1.85,1.51,553,1.39,0.08,1.91,1.98,5.36,103.12,662,0.84,0.09,1.91,1.85,4.69,141.25,562,1.29,0.07,2.38,1.83,5.57,100.92,2393,2.17,0.44,2.62,3.45,8.68,275.71,565,1.24,0.09,2.38,1.74,5.46,103.44,672,0.77,0.07,3.1,1.61,5.55,121.05,526,2.86,0.11,1.91,4.4,9.28,56.67,659,1.59,0.13,4.53,3.55,9.8,67.23
